entrezID,gene_symbol,probe_seq,biotype,bioproject,res_design,host_type,virus_strain,M.O.I,H.P.I,log2FoldChange,t,B,pvalue,padj,baseMean,lfcSE,stat
55177,RMDN3,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,12,-0.080907337,NA,NA,0.582979229,0.767086417,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,18,0.097844858,NA,NA,0.511640949,0.631721616,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,24,-0.234822725,NA,NA,0.123178154,0.283978762,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,3,-0.047173502,NA,NA,0.766690432,0.89560247,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,6,0.015494995,NA,NA,0.918108611,1,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,12,-0.097355481,NA,NA,0.583869042,0.720940282,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,18,0.090264674,NA,NA,0.614904766,0.732092692,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,3,0.087962908,NA,NA,0.595912261,0.997855584,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,6,0.003011885,NA,NA,0.985715935,0.999067132,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,12,-0.770919352,NA,NA,9.82e-05,0.00023004,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,18,-0.52627802,NA,NA,0.017038244,0.026723979,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,3,0.019976348,NA,NA,0.909406949,1,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,6,-0.367184267,NA,NA,0.048935666,0.093185232,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,12,0.322884248,NA,NA,0.007648529,0.018606261,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,18,0.774769155,NA,NA,3.53e-10,2.31e-09,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,3,0.022003024,NA,NA,0.856621444,1,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,6,0.13399791,NA,NA,0.27982738,0.491190093,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,12,-0.79544253,NA,NA,6.88e-06,2.3e-05,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,18,-0.520930516,NA,NA,0.000437995,0.000933756,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,3,-0.165595193,NA,NA,0.235693922,0.721619809,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,6,-0.753866626,NA,NA,4.12e-07,1.43e-06,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,12,-1.133851126,NA,NA,0.007832427,0.014499242,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,18,-1.453960651,NA,NA,0.00066894,0.00137649,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,3,-0.128693427,NA,NA,0.762154272,1,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,6,-0.591849809,NA,NA,0.164362654,0.274714843,NA,NA,NA
55177,RMDN3,NA,protein_coding,PRJNA557257,A/Panama/2007/1999 (H3N2) vs. mock infection,lung explants,A/Panama/2007/1999 (H3N2),1E5 PFU/mL,24,0.0608455144342963,NA,NA,0.51387888380336,0.99776532938064,684.424817620429,0.093205572865375,0.652809832757327
55177,RMDN3,NA,protein_coding,PRJNA559077,A/swine/Zhejiang/04 (H3N2) vs. mock infection,A549,A/swine/Zhejiang/04 (H3N2),10,24,0.706507899468444,NA,NA,0.000186766441901457,0.000464072354836884,550.338026014488,0.189094193341689,3.73627495896609
55177,RMDN3,NA,protein_coding,PRJNA559077,A/Hangzhou/1/2013 (H7N9) vs. mock infection,A549,A/Hangzhou/1/2013 (H7N9),10,24,0.0034330941048787,NA,NA,0.985415804837332,1,550.338026014488,0.187810174695633,0.0182795959294666
55177,RMDN3,NA,protein_coding,PRJNA667475,A/WSN/1933 (H1N1) vs. mock infection,A549,A/WSN/1933 (H1N1),0.02,24,0.118360930783866,NA,NA,0.235634853730358,0.561758989376126,500.894435533503,0.0998010989712653,1.18596821081043
55177,RMDN3,NA,protein_coding,PRJNA795161,A/Oklahoma/447/2008 (H1N1) vs. mock infection,human bronchial epithelial cells (HBEC),A/Oklahoma/447/2008 (H1N1),N.A.,48,-0.122144664964372,NA,NA,0.336687207205714,0.667490053720766,1214.92329578443,0.127137155058306,-0.960731462870601
