entrezID,gene_symbol,probe_seq,biotype,bioproject,res_design,host_type,virus_strain,M.O.I,H.P.I,log2FoldChange,t,B,pvalue,padj,baseMean,lfcSE,stat
7771,ZNF112,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,12,-0.968314714,NA,NA,0.000935085,0.012359276,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,18,0.447627991,NA,NA,0.123191602,0.219289568,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,24,0.411721981,NA,NA,0.162828769,0.340582176,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,3,-0.447697125,NA,NA,0.145993886,0.406514962,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,6,-0.125831842,NA,NA,0.668546593,1,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,12,-0.447560496,NA,NA,0.203563016,0.352424177,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,18,0.519715779,NA,NA,0.175210075,0.294393341,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,3,-0.049775835,NA,NA,0.88015589,1,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,6,-0.236050445,NA,NA,0.483357157,0.826146573,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,12,-0.401795671,NA,NA,0.245248846,0.307651207,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,18,-0.036365323,NA,NA,0.927258195,0.941207881,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,3,0.155999255,NA,NA,0.679716454,1,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,6,-1.096912357,NA,NA,0.001965624,0.005713104,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,12,-0.879487106,NA,NA,0.030853493,0.063604072,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,18,-0.71763674,NA,NA,0.078556261,0.13581646,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,3,-0.076182526,NA,NA,0.844842689,1,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,6,-0.228045182,NA,NA,0.57486113,0.768996691,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,12,-0.862343985,NA,NA,0.116477552,0.171652885,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,18,-0.635962382,NA,NA,0.129257491,0.173237358,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,3,-0.195161885,NA,NA,0.630684524,0.947857267,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,6,-0.912981592,NA,NA,0.038087902,0.062211717,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,12,-0.35489711,NA,NA,0.49928247,0.579676986,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,18,0.111550914,NA,NA,0.831741698,0.865435197,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,3,-0.353000424,NA,NA,0.494657438,1,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,6,-1.681644886,NA,NA,0.001886101,0.005940777,NA,NA,NA
7771,ZNF112,NA,protein_coding,PRJNA557257,A/Panama/2007/1999 (H3N2) vs. mock infection,lung explants,A/Panama/2007/1999 (H3N2),1E5 PFU/mL,24,-0.494933734540809,NA,NA,0.00077362394499718,0.0205643214978714,61.1338150860054,0.147211308761925,-3.36206327287826
7771,ZNF112,NA,protein_coding,PRJNA559077,A/swine/Zhejiang/04 (H3N2) vs. mock infection,A549,A/swine/Zhejiang/04 (H3N2),10,24,-1.39348358698261,NA,NA,1.91143504909967e-08,7.30849212285235e-08,245.199603101786,0.247958239239045,-5.61983175577892
7771,ZNF112,NA,protein_coding,PRJNA559077,A/Hangzhou/1/2013 (H7N9) vs. mock infection,A549,A/Hangzhou/1/2013 (H7N9),10,24,-0.209934211375053,NA,NA,0.353755500797495,0.548429874082516,245.199603101786,0.226385787858885,-0.927329464276767
7771,ZNF112,NA,protein_coding,PRJNA667475,A/WSN/1933 (H1N1) vs. mock infection,A549,A/WSN/1933 (H1N1),0.02,24,0.182700139931752,NA,NA,0.344988589695471,0.711268689021601,133.640570374946,0.193465657961876,0.944354372018595
7771,ZNF112,NA,protein_coding,PRJNA795161,A/Oklahoma/447/2008 (H1N1) vs. mock infection,human bronchial epithelial cells (HBEC),A/Oklahoma/447/2008 (H1N1),N.A.,48,-0.697507518247481,NA,NA,0.00639023068843469,0.0347837556996056,106.356089432519,0.255773137281073,-2.72705541192537
