entrezID,gene_symbol,probe_seq,biotype,bioproject,res_design,host_type,virus_strain,M.O.I,H.P.I,log2FoldChange,t,B,pvalue,padj,baseMean,lfcSE,stat
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,12,-0.019019668,NA,NA,0.958841998,0.982040814,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,18,-0.080197227,NA,NA,0.829735205,0.886171193,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,24,0.177185084,NA,NA,0.630685593,0.783669911,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,3,0.072122955,NA,NA,0.850912548,0.93726696,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/California/04/09 (H1N1) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/California/04/09 (H1N1),5,6,-0.249011482,NA,NA,0.512349224,1,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,12,0.540567823,NA,NA,0.21954981,0.371610784,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,18,0.328802688,NA,NA,0.446642053,0.584236254,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,3,-0.195085225,NA,NA,0.651741127,0.997855584,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Wyoming/03/03 (H3N2) vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Wyoming/03/03 (H3N2),5,6,-0.07477816,NA,NA,0.864180076,0.969992957,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,12,1.872165177,NA,NA,0.000298669,0.000654665,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,18,1.679609259,NA,NA,0.001828696,0.003328055,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,3,0.188696912,NA,NA,0.689855824,1,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA349748,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human tracheobronchial epithelial cells (HTBE),A/Vietnam/1203/04 (H5N1) HALo,5,6,0.331688501,NA,NA,0.560710645,0.666380706,NA,NA,NA
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA557257,A/Panama/2007/1999 (H3N2) vs. mock infection,lung explants,A/Panama/2007/1999 (H3N2),1E5 PFU/mL,24,0.171509955871369,NA,NA,0.598407030455117,0.99776532938064,6.1350894293272,0.325635740584582,0.526692664519792
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA559077,A/swine/Zhejiang/04 (H3N2) vs. mock infection,A549,A/swine/Zhejiang/04 (H3N2),10,24,3.12100142608383,NA,NA,0.000100054545033973,0.000257798427590731,19.8887221662793,0.802219214948339,3.89045957504871
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA559077,A/Hangzhou/1/2013 (H7N9) vs. mock infection,A549,A/Hangzhou/1/2013 (H7N9),10,24,1.008001968147,NA,NA,0.222450367729916,0.388666208168941,19.8887221662793,0.826205204553072,1.22003826965997
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA667475,A/WSN/1933 (H1N1) vs. mock infection,A549,A/WSN/1933 (H1N1),0.02,24,-1.97991042766497,NA,NA,0.0770198174445187,0.249944333347215,3.89063579416319,1.11970315834382,-1.7682458184663
101927323,PPP4R1-AS1,NA,lncRNA,PRJNA795161,A/Oklahoma/447/2008 (H1N1) vs. mock infection,human bronchial epithelial cells (HBEC),A/Oklahoma/447/2008 (H1N1),N.A.,48,-0.00345485837054608,NA,NA,0.994522151221668,0.99709121117203,15.4702404441324,0.503218801748363,-0.00686551925035921
