entrezID,gene_symbol,probe_seq,biotype,bioproject,res_design,host_type,virus_strain,M.O.I,H.P.I,log2FoldChange,t,B,pvalue,padj,baseMean,lfcSE,stat
286122,LINC02904,NA,lncRNA,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,12,1.166191622,NA,NA,0.015051183,0.03405214,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,18,1.834538664,NA,NA,0.000187402,0.000593035,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,3,0.116298804,NA,NA,0.824314638,1,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/California/04/09 (H1N1) vs. mock infection,human monocyte-derived macrophages (MDM),A/California/04/09 (H1N1),2,6,-0.626031251,NA,NA,0.223986963,0.423508463,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,12,2.828469327,NA,NA,2.18e-08,1.01e-07,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,18,3.471161838,NA,NA,1.93e-15,1.27e-14,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,3,0.106804749,NA,NA,0.848888199,0.984723062,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Wyoming/03/03 (H3N2) vs. mock infection,human monocyte-derived macrophages (MDM),A/Wyoming/03/03 (H3N2),2,6,2.221995452,NA,NA,0.000206035,0.000503972,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,12,1.981165867,NA,NA,0.012554378,0.022349199,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,18,2.461488669,NA,NA,0.001903833,0.003659504,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,3,0.568519463,NA,NA,0.475294276,1,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA382632,A/Vietnam/1203/04 (H5N1) HALo vs. mock infection,human monocyte-derived macrophages (MDM),A/Vietnam/1203/04 (H5N1) HALo,2,6,1.070787679,NA,NA,0.178178565,0.292953723,NA,NA,NA
286122,LINC02904,NA,lncRNA,PRJNA557257,A/Panama/2007/1999 (H3N2) vs. mock infection,lung explants,A/Panama/2007/1999 (H3N2),1E5 PFU/mL,24,0.825621627031267,NA,NA,0.0362926786621445,0.317011145643896,4.18059179145785,0.394348769158689,2.09363307711766
286122,LINC02904,NA,lncRNA,PRJNA559077,A/swine/Zhejiang/04 (H3N2) vs. mock infection,A549,A/swine/Zhejiang/04 (H3N2),10,24,5.23163858109794,NA,NA,0.0516401776342169,0.0852973929467695,1.93530014179676,2.68823877495332,1.94612124110471
286122,LINC02904,NA,lncRNA,PRJNA559077,A/Hangzhou/1/2013 (H7N9) vs. mock infection,A549,A/Hangzhou/1/2013 (H7N9),10,24,1.43856942814423,NA,NA,0.628333218841329,0.803899551977663,1.93530014179676,2.9717953619165,0.484074188478612
286122,LINC02904,NA,lncRNA,PRJNA667475,A/WSN/1933 (H1N1) vs. mock infection,A549,A/WSN/1933 (H1N1),0.02,24,2.04158009598,NA,NA,0.581828428207679,0.901906091157307,0.396394458132372,3.70713831681668,0.550715921960285
286122,LINC02904,NA,lncRNA,PRJNA795161,A/Oklahoma/447/2008 (H1N1) vs. mock infection,human bronchial epithelial cells (HBEC),A/Oklahoma/447/2008 (H1N1),N.A.,48,1.9386715112192,NA,NA,0.053209733061718,0.181938318035803,3.0920797786702,1.00282257095113,1.93321487507052
