entrezID,gene_symbol,biotype,bioproject,res_design,host_type,stimulator,concentration,H.P.S,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type
6650,CAPN15,protein_coding,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,267.395479047629,0.376127242197312,0.164559349697593,2.2856631536799,0.0222739724296321,0.139459699307175,NA
6650,CAPN15,other,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,267.395479047629,0.376127242197312,0.164559349697593,2.2856631536799,0.0222739724296321,0.139459699307175,NA
6650,CAPN15,protein_coding,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,1830.5395988128,0.0652457513539615,0.0452840453386653,1.44081101557974,0.149638080554689,0.589383322184767,patient-derived GBM cell lines (PDGCLs)
6650,CAPN15,other,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,1830.5395988128,0.0652457513539615,0.0452840453386653,1.44081101557974,0.149638080554689,0.589383322184767,patient-derived GBM cell lines (PDGCLs)
6650,CAPN15,protein_coding,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,1383.24643359087,0.242295652704383,0.066479049871429,3.64469187169468,0.000267712348733741,0.00211861371946451,A549
6650,CAPN15,other,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,1383.24643359087,0.242295652704383,0.066479049871429,3.64469187169468,0.000267712348733741,0.00211861371946451,A549
6650,CAPN15,protein_coding,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,1550.09844952919,-0.0988078177525737,0.13822748898986,-0.714820318842819,0.474720078151222,0.986418245486816,A549
6650,CAPN15,other,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,1550.09844952919,-0.0988078177525737,0.13822748898986,-0.714820318842819,0.474720078151222,0.986418245486816,A549
6650,CAPN15,protein_coding,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,1616.52023884394,0.504508103649208,0.126560484711363,3.98630034326907,6.71115504164637e-05,0.000313917077630879,A549
6650,CAPN15,other,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,1616.52023884394,0.504508103649208,0.126560484711363,3.98630034326907,6.71115504164637e-05,0.000313917077630879,A549
6650,CAPN15,protein_coding,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,7474.21651787236,-0.0525441315931563,0.113615954237767,-0.462471419138864,0.643743293607401,1,sigmoid colon organoid
6650,CAPN15,other,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,7474.21651787236,-0.0525441315931563,0.113615954237767,-0.462471419138864,0.643743293607401,1,sigmoid colon organoid
6650,CAPN15,protein_coding,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,7474.21651787236,0.0522002436467041,0.113573075697189,0.459618120987421,0.645790349910638,1,sigmoid colon organoid
6650,CAPN15,other,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,7474.21651787236,0.0522002436467041,0.113573075697189,0.459618120987421,0.645790349910638,1,sigmoid colon organoid
