entrezID,gene_symbol,biotype,bioproject,res_design,host_type,stimulator,concentration,H.P.S,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type
102723534,LOC102723534,transcribed_pseudogene,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,0.354136893612451,0.0763316185008136,3.4697944760995,0.0219988875498529,0.98244884293071,0.994998021163286,NA
102723534,LOC102723534,transcribed_pseudogene,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,0.354136893612451,0.0763316185008136,3.4697944760995,0.0219988875498529,0.98244884293071,0.994998021163286,NA
102723534,LOC102723534,transcribed_pseudogene,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,2.1289739125821,-2.35541611895851,1.51827870653526,-1.55137268857152,0.120812396392732,0.513612489426246,patient-derived GBM cell lines (PDGCLs)
102723534,LOC102723534,transcribed_pseudogene,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,2.1289739125821,-2.35541611895851,1.51827870653526,-1.55137268857152,0.120812396392732,0.513612489426246,patient-derived GBM cell lines (PDGCLs)
102723534,LOC102723534,transcribed_pseudogene,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,3.40482349660036,-0.607004040306304,1.21174837199478,-0.500932416609773,0.61641868744942,0.933906632050025,A549
102723534,LOC102723534,transcribed_pseudogene,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,3.40482349660036,-0.607004040306304,1.21174837199478,-0.500932416609773,0.61641868744942,0.933906632050025,A549
102723534,LOC102723534,transcribed_pseudogene,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,0,NA,NA,NA,NA,NA,A549
102723534,LOC102723534,transcribed_pseudogene,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,0,NA,NA,NA,NA,NA,A549
102723534,LOC102723534,transcribed_pseudogene,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,0,NA,NA,NA,NA,NA,A549
102723534,LOC102723534,transcribed_pseudogene,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,0,NA,NA,NA,NA,NA,A549
102723534,LOC102723534,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.317164522980061,0,4.0804558717952,0,1,1,sigmoid colon organoid
102723534,LOC102723534,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.317164522980061,0,4.0804558717952,0,1,1,sigmoid colon organoid
102723534,LOC102723534,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.317164522980061,2.41811817513363,3.99807331235336,0.604820869007595,0.54529802575923,1,sigmoid colon organoid
102723534,LOC102723534,transcribed_pseudogene,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.317164522980061,2.41811817513363,3.99807331235336,0.604820869007595,0.54529802575923,1,sigmoid colon organoid
