entrezID,gene_symbol,biotype,bioproject,res_design,host_type,stimulator,concentration,H.P.S,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type
100505495,PCAT19,lncRNA,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,2.43931702793162,-0.502699418204788,1.23758301902972,-0.406194502085938,0.684599693416864,0.961473650102656,NA
100505495,PCAT19,lncRNA,PRJNA474093,IFN-beta stimulation vs. mock stimulation,immortalized human hepatocytes PH5CH8,IFN-beta,N.A.,12,2.43931702793162,-0.502699418204788,1.23758301902972,-0.406194502085938,0.684599693416864,0.961473650102656,NA
100505495,PCAT19,lncRNA,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,0.14967806099467,1.0298576924751,4.0804728567969,0.252386850401334,0.800742063094302,0.96308222060722,patient-derived GBM cell lines (PDGCLs)
100505495,PCAT19,lncRNA,PRJNA565586,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,100U/ml,24,0.14967806099467,1.0298576924751,4.0804728567969,0.252386850401334,0.800742063094302,0.96308222060722,patient-derived GBM cell lines (PDGCLs)
100505495,PCAT19,lncRNA,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,2.81273950774883,-0.166956334033603,1.20975377660855,-0.138008524760842,0.890233680235486,0.965468997167673,A549
100505495,PCAT19,lncRNA,PRJNA667475,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,250U/ml,8,2.81273950774883,-0.166956334033603,1.20975377660855,-0.138008524760842,0.890233680235486,0.965468997167673,A549
100505495,PCAT19,lncRNA,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,1.26327026847273,1.61113271399204,1.89043026999446,0.85225714990099,0.394071383241728,0.986418245486816,A549
100505495,PCAT19,lncRNA,PRJNA739760,INF-alpha2 stimulation (with DMSO) vs. mock stimulation (with DMSO),NA,IFN-alpha,1000U/ml,16,1.26327026847273,1.61113271399204,1.89043026999446,0.85225714990099,0.394071383241728,0.986418245486816,A549
100505495,PCAT19,lncRNA,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,3.91880176966452,-2.58021163081695,1.71022575076882,-1.50869651544952,0.131376356434969,0.310230867536756,A549
100505495,PCAT19,lncRNA,PRJNA768480,IFN-gamma stimulation vs. mock stimulation,NA,IFN-gamma,N.A.,N.A.,3.91880176966452,-2.58021163081695,1.71022575076882,-1.50869651544952,0.131376356434969,0.310230867536756,A549
100505495,PCAT19,lncRNA,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.448558491387799,0,3.21726104133141,0,1,1,sigmoid colon organoid
100505495,PCAT19,lncRNA,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.448558491387799,0,3.21726104133141,0,1,1,sigmoid colon organoid
100505495,PCAT19,lncRNA,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.448558491387799,2.90948331417052,3.07843988846117,0.945116169094629,0.344599571353212,1,sigmoid colon organoid
100505495,PCAT19,lncRNA,PRJNA788896,IFN-beta stimulation vs. mock stimulation,NA,IFN-beta,N.A.,N.A.,0.448558491387799,2.90948331417052,3.07843988846117,0.945116169094629,0.344599571353212,1,sigmoid colon organoid
